event_id,level_0,index,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal_x,cardType_x,isOwnGoal_x,cumulative_mins,isGoal_y,cardType_y,isOwnGoal_y,x1_bin_xT,y1_bin_xT,x2_bin_xT,y2_bin_xT,start_zone_value_xT,end_zone_value_xT,xT,teamName,oppositionTeamName,shirtNo,name,position,isFirstEleven,prog_pass,prog_carry,pass_or_carry_angle,shortName,possession_id,possession_team
11,10,11,6.0,0.0,13.0,30,76.33500000000001,41.208000000000006,0.0,FirstHalf,Aerial,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[198, 199]",False,399772.0,,,,,,,,,,,,,0.21666666666666667,,,,,,,,,,,Tottenham,Copenhagen,7.0,Xavi Simons,AMC,True,0.0,0.0,,X. Simons,1.0,Tottenham
12,11,12,6.0,0.0,14.0,10,28.665000000000003,26.792,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '46.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.50'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '35.4'}]","[91, 117, 30, 139, 36, 37, 216, 218]",True,300755.0,37.17,31.484,,,,,,,,,,,0.23333333333333334,,,,3.0,3.0,4.0,3.0,0.01132376,0.01262646,0.0013027000000000004,Copenhagen,Tottenham,6.0,Pantelis Hatzidiakos,DC,True,8.797909064562916,0.0,28.884444642189795,P. Hatzidiakos,1.0,Tottenham
13,12,13,12.0,0.0,14.0,10,41.895,27.200000000000003,0.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.04'}, {'type': {'value': 156, 'displayName': 'LayOff'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '34.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}]","[91, 118, 120, 29, 139, 35, 38, 216, 218]",True,141732.0,38.64,23.12,,,,,,,,,,,0.23333333333333334,,,,,,,,,,,Copenhagen,Tottenham,10.0,Mohamed Elyounoussi,FW,True,-3.775680069909818,0.0,-128.58265958503324,M. Elyounoussi,1.0,Tottenham
14,13,14,7.0,0.0,15.0,30,71.505,45.492000000000004,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.29'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.9'}, {'type': {'value': 155, 'displayName': 'Chipped'}}]","[91, 119, 117, 30, 124, 205, 36, 38, 217, 218]",True,403859.0,74.44500000000001,41.004,,,,,,,,,,,0.25,,,,8.0,5.0,8.0,4.0,0.0241224,0.02385149,-0.0002709099999999992,Tottenham,Copenhagen,29.0,Pape Matar Sarr,DMC,True,4.0641227618539055,0.0,-56.77198519545091,P. M. Sarr,1.0,Tottenham
15,14,15,8.0,0.0,16.0,30,74.44500000000001,41.004,0.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.93'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '58.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '73.5'}]","[91, 120, 29, 139, 36, 38, 217, 218]",True,399772.0,77.175,39.984,,,,,,,,,,,0.26666666666666666,,,,,,,,,,,Tottenham,Copenhagen,7.0,Xavi Simons,AMC,True,2.88629063848564,0.0,-20.487014193330705,X. Simons,1.0,Tottenham
16,15,16,7.0,0.0,17.0,10,23.835,28.016000000000005,0.0,FirstHalf,BallRecovery,Successful,[],[93],False,472900.0,23.835,28.016000000000005,,,,,,,,,,,0.2833333333333333,,,,,,,,,,,Copenhagen,Tottenham,5.0,Gabriel Pereira,DC,True,0.0,0.0,0.0,G. Pereira,1.0,Tottenham
17,16,17,8.0,0.0,18.0,10,23.835,28.016000000000005,0.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.67'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '39.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '8.4'}]","[91, 120, 128, 36, 38, 216, 218]",True,472900.0,55.86000000000001,5.712000000000001,,,,,,,,,,,0.3,,,,,,,,,,,Copenhagen,Tottenham,5.0,Gabriel Pereira,DC,True,24.684756428058286,0.0,-34.855509724320456,G. Pereira,1.0,Tottenham
18,17,18,9.0,0.0,22.0,30,47.25,58.07200000000001,0.0,FirstHalf,Clearance,Successful,"[{'type': {'value': 15, 'displayName': 'Head'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.75'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '50.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '92.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 94, 95, 57, 216]",True,401044.0,52.605000000000004,63.03600000000001,,,,,,,,,,,0.36666666666666664,,,,,,,,,,,Tottenham,Copenhagen,13.0,Destiny Udogie,DL,True,0.0,0.0,42.83002834629372,D. Udogie,1.0,Tottenham
19,18,19,9.5,0.0,24.0,30,52.605000000000004,63.03600000000001,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,401044.0,47.145,63.17200000000001,,,,,,10.0,,,,,0.4,,,,5.0,7.0,5.0,7.0,0.01248344,0.01248344,0.0,Tottenham,Copenhagen,13.0,Destiny Udogie,DL,True,0.0,-4.8909371908451575,178.5731474168304,D. Udogie,1.0,Tottenham
20,19,20,10.0,0.0,26.0,30,47.145,63.17200000000001,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.00'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '92.9'}]","[91, 119, 117, 30, 36, 216, 218]",True,401044.0,55.86000000000001,63.17200000000001,,,,,,,,,,,0.43333333333333335,,,,5.0,7.0,6.0,7.0,0.01248344,0.01473596,0.002252519999999999,Tottenham,Copenhagen,13.0,Destiny Udogie,DL,True,7.646870392496659,0.0,0.0,D. Udogie,1.0,Tottenham
21,20,21,11.0,0.0,27.0,30,55.86000000000001,63.17200000000001,0.0,FirstHalf,BallRecovery,Successful,[],[93],False,444751.0,55.86000000000001,63.17200000000001,,,,,,,,,,,0.45,,,,,,,,,,,Tottenham,Copenhagen,28.0,Wilson Odobert,AML,True,0.0,0.0,0.0,W. Odobert,1.0,Tottenham
22,21,22,12.0,0.0,27.0,30,55.86000000000001,63.17200000000001,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '84.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.58'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '41.1'}]","[91, 117, 30, 35, 38, 216, 218]",True,444751.0,43.155,57.25600000000001,,,,,,,,,,,0.45,,,,6.0,7.0,5.0,6.0,0.01473596,0.0138454,-0.0008905599999999986,Tottenham,Copenhagen,28.0,Wilson Odobert,AML,True,-8.926333222883464,0.0,-155.03126729976128,W. Odobert,1.0,Tottenham
23,22,23,13.0,0.0,28.0,30,43.155,57.25600000000001,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '81.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '43.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.62'}]","[91, 117, 30, 36, 38, 216, 218]",True,303657.0,45.57,55.35200000000001,,,,,,,,,,,0.4666666666666667,,,,4.0,6.0,5.0,6.0,0.01214719,0.0138454,0.0016982100000000003,Tottenham,Copenhagen,30.0,Rodrigo Bentancur,DMC,True,2.9237422112759788,0.0,-38.25245088395222,R. Bentancur,1.0,Tottenham
24,23,24,14.0,0.0,29.0,30,45.57,55.35200000000001,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.25'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.1'}]","[91, 117, 30, 35, 38, 215, 218]",True,403859.0,34.545,33.388000000000005,,,,,,,,,,,0.48333333333333334,,,,5.0,6.0,4.0,4.0,0.0138454,0.01262646,-0.00121894,Tottenham,Copenhagen,29.0,Pape Matar Sarr,DMC,True,-7.308368173006755,0.0,-116.6547174922103,P. M. Sarr,1.0,Tottenham
25,24,25,14.5,0.0,31.5,30,34.545,33.388000000000005,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,323663.0,37.589999999999996,29.852,,,,,,15.0,,,,,0.525,,,,3.0,3.0,4.0,3.0,0.01132376,0.01262646,0.0013027000000000004,Tottenham,Copenhagen,17.0,Cristian Romero,DC,True,0.0,2.9201572632352537,-49.26685950497207,C. Romero,1.0,Tottenham
26,25,26,15.0,0.0,34.0,30,37.589999999999996,29.852,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '25.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.99'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '39.2'}]","[91, 117, 30, 36, 38, 216, 218]",True,323663.0,41.160000000000004,17.408,,,,,,,,,,,0.5666666666666667,,,,4.0,3.0,4.0,2.0,0.01262646,0.01269174,6.527999999999916e-05,Tottenham,Copenhagen,17.0,Cristian Romero,DC,True,1.576602730997621,0.0,-73.99259570390014,C. Romero,1.0,Tottenham
27,26,27,16.0,0.0,37.0,30,41.160000000000004,17.408,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.70'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.9'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,362352.0,59.43000000000001,5.372000000000001,,,,,,,,,,,0.6166666666666667,,,,4.0,2.0,6.0,0.0,0.01269174,0.01473596,0.0020442199999999994,Tottenham,Copenhagen,23.0,Pedro Porro,DR,True,12.144661743750426,0.0,-33.37628834570055,P. Porro,1.0,Tottenham
28,27,28,16.5,0.0,40.0,30,59.43000000000001,5.372000000000001,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,399772.0,66.57000000000001,5.236000000000001,,,,,,17.0,,,,,0.6666666666666667,,,,6.0,0.0,7.0,0.0,0.01473596,0.0174506,0.002714640000000001,Tottenham,Copenhagen,7.0,Xavi Simons,AMC,True,0.0,5.813813435070102,-1.091216225262599,X. Simons,1.0,Tottenham
29,28,29,17.0,0.0,43.0,30,66.57000000000001,5.236000000000001,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '56.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.65'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '13.7'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,399772.0,58.905,9.316,,,,,,,,,,,0.7166666666666667,,,,7.0,0.0,6.0,1.0,0.0174506,0.01611813,-0.0013324699999999988,Tottenham,Copenhagen,7.0,Xavi Simons,AMC,True,-4.285710457472611,0.0,151.97409025499502,X. Simons,1.0,Tottenham
30,29,30,17.5,0.0,45.5,30,58.905,9.316,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,362352.0,56.385000000000005,18.360000000000003,,,,,,19.0,,,,,0.7583333333333333,,,,6.0,1.0,6.0,2.0,0.01611813,0.01685596,0.0007378299999999983,Tottenham,Copenhagen,23.0,Pedro Porro,DR,True,0.0,1.2192795050630494,105.56984516609057,P. Porro,1.0,Tottenham
31,30,31,19.0,0.0,48.0,30,56.385000000000005,18.360000000000003,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '29.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.51'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,362352.0,58.17,48.144,,,,,,,,,,,0.8,,,,6.0,2.0,6.0,5.0,0.01685596,0.01685596,0.0,Tottenham,Copenhagen,23.0,Pedro Porro,DR,True,2.149515708599573,0.0,86.57027994496625,P. Porro,1.0,Tottenham
32,31,32,20.0,0.0,51.0,30,58.065,49.57200000000001,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.70'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.1'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,425229.0,75.705,64.464,,,,,,,,,,,0.85,,,,6.0,5.0,8.0,7.0,0.01685596,0.02122129,0.004365330000000001,Tottenham,Copenhagen,37.0,Micky van de Ven,DC,True,7.186719483771931,0.0,40.17164896155434,M. v. de Ven,1.0,Tottenham
33,32,33,20.5,0.0,52.5,30,75.705,64.464,0.0,FirstHalf,Carry,Successful,"{'type': {'value': 999, 'displayName': 'takeOns'}, 'value': '0'}",[],True,401044.0,84.21000000000001,61.2,,,,,,21.0,,,,,0.875,,,,8.0,7.0,9.0,7.0,0.02122129,0.02756312,0.00634183,Tottenham,Copenhagen,13.0,Destiny Udogie,DL,True,0.0,8.028656661380175,-20.995516254246784,D. Udogie,1.0,Tottenham
34,33,34,21.0,0.0,54.0,30,84.21000000000001,61.2,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.20'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '73.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '86.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,401044.0,90.3,49.844,,,,,,,,,,,0.9,,,,9.0,7.0,10.0,5.0,0.02756312,0.05491138,0.027348260000000003,Tottenham,Copenhagen,13.0,Destiny Udogie,DL,True,12.62240859784167,0.0,-61.79621373534564,D. Udogie,1.0,Tottenham
35,34,35,22.0,0.0,56.0,30,90.3,49.844,0.0,FirstHalf,Pass,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '82.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '96.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.53'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,444751.0,101.325,56.236000000000004,,,,,,,,,,,0.9333333333333333,,,,10.0,5.0,11.0,6.0,0.05491138,0.04647721,-0.008434170000000005,Tottenham,Copenhagen,28.0,Wilson Odobert,AML,True,-0.924629195261204,0.0,30.104010374223805,W. Odobert,1.0,Tottenham
36,35,36,23.0,0.0,57.0,30,101.325,56.236000000000004,0.0,FirstHalf,Pass,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '96.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.2'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.73'}]","[91, 124, 126, 36, 38, 217, 218]",True,401044.0,101.64,41.004,,,,,,,,,,,0.95,,,,,,,,,,,Tottenham,Copenhagen,13.0,Destiny Udogie,DL,True,14.76939823792732,0.0,-88.81528372316701,D. Udogie,1.0,Tottenham
37,36,37,10.0,0.0,57.0,10,1.6800000000000002,23.256000000000004,0.0,FirstHalf,Clearance,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '0.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.94'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '30.1'}]","[91, 94, 95, 215]",True,472900.0,0.0,20.468000000000004,,,,,,,,,,,0.95,,,,,,,,,,,Copenhagen,Tottenham,5.0,Gabriel Pereira,DC,True,0.0,0.0,-121.07243122063782,G. Pereira,1.0,Tottenham
38,37,38,11.0,0.0,58.0,10,0.63,22.916000000000004,0.0,FirstHalf,CornerAwarded,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '24'}]",[122],False,472900.0,,,,,,,,,,,,,0.9666666666666667,,,,,,,,,,,Copenhagen,Tottenham,5.0,Gabriel Pereira,DC,True,0.0,0.0,,G. Pereira,1.0,Tottenham
39,38,39,24.0,0.0,58.0,30,104.37,45.084,0.0,FirstHalf,CornerAwarded,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '11'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}]",[122],False,401044.0,,,,,,,,,,,,,0.9666666666666667,,,,,,,,,,,Tottenham,Copenhagen,13.0,Destiny Udogie,DL,True,0.0,0.0,,D. Udogie,1.0,Tottenham
